articles,bhd,million,share,year,price,said,ha,wa,market,bank,stock,thi,billion,group,compani,maybank,research,malaysia,profit,also,expect,hold,earn,us,sen,invest,trade,net,time,say,index,per,buy,high,s,financi,last,growth,may,point,analyst,higher,valu,target,new,klci,would,low,end,quarter,report,revenu,lower,investor,rate,valuat,due,first,level,close,oper,today,manag,2014,base,note,gain,oil,edg,includ,month,rose,current,fbm,2015,fund,cimb,posit,sell,remain,sinc,kuala,like,product,industri,daili,could,fundament,asset,lumpur,call,develop,increas,strong,recent,one,busi,move,top,capit
529,0,0,0,1,0,8,5,0,5,8,3,3,1,1,0,1,1,0,0,3,3,0,0,4,0,0,3,0,0,1,1,3,0,0,4,1,1,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9,2,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,1,2,0,0,0,4,0,2,3,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
530,5,1,1,3,2,0,4,1,2,0,6,4,2,1,0,1,1,0,3,1,1,1,0,1,2,2,2,0,2,0,10,0,4,11,0,3,1,2,4,6,0,1,1,2,0,3,0,9,1,1,1,0,0,2,0,0,3,2,7,2,0,0,0,3,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,4,0,0,0,1,6,0,0,0,0,0,0,0,5,3,0,0,3,0,0
531,29,2,11,13,35,10,13,27,6,6,28,5,4,1,9,1,23,2,0,9,3,6,5,0,10,9,1,0,18,1,0,2,15,6,0,0,0,0,4,1,21,0,2,24,6,0,11,6,0,0,3,0,1,12,2,3,4,3,12,5,0,0,0,2,1,4,10,8,5,1,5,2,1,0,0,0,4,0,3,0,7,0,1,0,1,0,2,1,3,0,27,5,1,1,0,4,2,1,1,1
532,9,0,5,0,0,2,0,4,1,1,4,1,3,1,1,0,1,2,0,0,0,1,2,3,2,0,2,0,0,0,1,1,1,1,5,0,1,0,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,2,1,0,0,1,0,1,0,4,0,0,0,0,3,0,1,1,0,1,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
533,9,0,5,0,0,2,0,4,1,1,4,1,3,1,1,0,1,2,0,0,0,1,2,3,2,0,2,0,0,0,1,1,1,1,5,0,1,0,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,2,1,0,0,1,0,1,0,4,0,0,0,0,3,0,1,1,0,1,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
534,1,11,5,3,1,3,2,2,0,0,1,2,2,1,2,2,2,0,2,2,1,2,4,0,4,1,1,3,0,0,0,3,2,1,0,0,0,2,0,0,2,2,0,1,1,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
535,1,11,5,3,1,3,2,2,0,1,1,2,2,1,2,2,2,0,2,2,1,2,4,0,4,1,1,3,0,0,0,3,2,1,0,0,0,2,0,0,2,2,0,1,1,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
536,0,2,4,0,0,4,0,2,1,0,2,0,1,0,0,1,1,0,3,1,0,0,0,3,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,4,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,3,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
537,0,2,4,0,0,4,0,2,1,0,2,0,1,0,0,1,1,0,3,1,0,0,0,3,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,4,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,3,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
538,0,2,2,17,2,5,8,5,4,7,3,8,5,1,0,2,2,0,0,2,1,0,0,2,0,0,4,0,0,0,1,1,1,0,0,0,8,0,1,4,0,0,0,0,0,0,4,1,1,3,2,0,0,2,1,1,0,0,2,0,0,1,3,2,0,0,2,0,0,1,3,0,2,0,1,3,0,2,0,1,3,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,1
539,6,0,2,1,3,0,6,0,3,0,8,4,2,2,2,1,0,0,3,0,2,1,2,1,0,2,3,0,2,0,9,0,4,8,0,2,0,1,6,8,2,2,2,3,0,0,1,6,1,1,2,0,1,2,1,0,2,1,7,2,1,0,0,3,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,2,3,0,3,0,1,6,1,1,0,0,2,0,0,4,3,2,0,3,0,0
540,1,2,1,0,2,2,2,1,0,0,3,1,0,1,4,2,1,1,0,0,0,0,1,0,4,0,3,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
541,1,2,1,0,2,2,2,1,0,0,3,1,0,1,4,2,1,1,0,0,0,0,1,0,4,0,3,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
542,6,7,5,5,2,7,1,1,5,0,2,3,0,11,0,1,1,3,1,2,1,1,0,0,5,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,5,0,0,0,2,0,2,2,0,0,1,0,1,1,0,1,1,0,1,2,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,6,5,1,0,0,0,1,0,0,1,1,0,2,3,0,0,0
543,0,2,3,1,0,6,0,6,3,0,2,1,5,0,0,1,3,0,1,0,0,0,0,2,2,0,3,3,1,0,2,0,2,1,0,0,6,0,0,2,0,0,1,0,1,4,0,0,0,0,2,0,0,2,0,0,0,1,3,1,0,0,0,0,0,1,3,0,0,3,0,2,0,4,0,3,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
544,0,2,3,1,0,6,0,6,3,0,2,1,5,0,0,1,3,0,1,0,0,0,0,2,2,0,3,3,1,0,2,0,2,1,0,0,6,0,0,2,0,0,1,0,1,4,0,0,0,0,2,0,0,2,0,0,0,1,3,1,0,0,0,0,0,1,3,0,0,3,0,2,0,4,0,3,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
545,0,0,3,1,4,2,2,1,0,0,3,3,0,0,0,2,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
546,0,2,5,0,0,5,0,3,2,0,1,0,3,0,0,1,1,0,1,0,2,0,0,2,2,0,4,0,0,0,6,0,1,0,1,0,0,1,0,4,0,0,2,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,2,0,0,3,1,6,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1
547,6,0,2,0,5,0,2,2,5,1,7,3,7,2,1,1,0,0,4,0,1,2,1,4,0,2,4,0,2,0,11,1,1,9,0,1,0,0,6,8,0,0,2,3,0,4,0,6,1,0,1,0,1,2,1,0,2,2,5,2,0,0,0,3,2,0,0,0,1,0,3,1,3,1,0,2,0,0,4,2,4,0,3,0,0,6,0,0,0,0,1,0,0,1,4,0,1,4,0,0
548,3,3,9,6,4,0,8,6,4,12,5,11,8,23,1,1,0,2,3,3,3,1,6,1,0,0,1,3,4,1,0,0,0,0,0,2,3,6,4,0,2,4,1,2,4,0,2,2,1,1,0,0,0,5,4,1,1,4,2,3,2,0,0,1,2,0,0,0,1,0,2,0,2,0,1,0,17,1,1,0,1,0,1,0,4,0,5,0,2,0,0,0,0,3,3,1,0,4,1,4
549,3,3,9,6,4,0,8,6,4,12,5,11,8,23,1,1,0,2,3,3,3,1,6,1,0,0,1,3,4,1,0,0,0,0,0,2,3,6,4,0,2,4,1,2,4,0,2,2,1,1,0,0,0,5,4,1,1,4,2,3,2,0,0,1,2,0,0,0,1,0,2,0,2,0,1,0,17,1,1,0,1,0,1,0,4,0,5,0,2,0,0,0,0,3,3,1,0,4,1,4
550,0,0,4,2,0,3,0,2,4,0,3,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551,0,3,3,0,0,3,0,3,1,1,1,0,0,0,1,1,1,0,0,0,3,0,0,2,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,3,0,1,0,3,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
552,1,1,0,3,0,5,1,3,10,0,2,5,3,0,0,1,6,2,0,1,4,0,0,10,0,0,3,0,2,0,6,0,0,0,0,1,0,1,2,3,0,0,0,0,1,2,0,1,2,0,3,0,1,4,0,0,0,4,2,1,0,0,1,1,0,0,0,0,1,0,3,0,0,2,0,2,0,0,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,2,0,1,0,0
553,1,4,2,1,7,0,1,0,0,1,1,2,2,1,3,1,3,1,5,0,2,0,6,0,0,1,1,4,1,3,0,0,0,0,0,0,0,0,2,1,2,6,1,3,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,5,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
554,4,0,4,11,8,0,3,0,4,0,1,13,6,1,1,4,6,4,1,4,6,1,4,1,0,0,0,0,0,7,0,5,1,1,0,1,4,4,2,1,1,5,0,0,2,0,2,2,3,1,0,0,0,0,1,0,4,3,0,0,3,0,1,4,0,4,2,0,1,0,1,0,2,0,0,0,1,1,2,4,0,0,1,17,2,0,2,0,0,0,2,1,6,0,3,2,1,2,9,0
555,4,0,4,11,8,0,3,0,4,0,1,13,6,1,1,4,6,4,1,4,6,1,4,1,0,0,0,0,0,7,0,5,1,1,0,1,4,4,2,1,1,5,0,0,2,0,2,2,3,1,0,0,0,0,1,0,4,3,0,0,3,0,1,4,0,4,2,0,1,0,1,0,2,0,0,0,1,1,2,4,0,0,1,17,2,0,2,0,0,0,2,1,6,0,3,2,1,2,9,0
556,0,3,4,1,0,3,0,2,3,1,2,0,0,0,0,1,1,1,0,0,1,0,0,1,2,0,2,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,3,4,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,2,0,0,3,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
557,7,6,3,0,2,6,1,1,0,0,1,2,2,4,4,1,1,2,0,3,1,2,1,0,0,4,1,1,1,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0,3,0,2,0,0,0,2,0,0,1,0,0,0,1,1,2,0,0,6,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,3,2,0,1,0,0,1,0,0,2,0,1
558,7,6,3,0,2,6,1,1,0,0,1,2,2,4,4,1,1,2,0,3,1,2,1,0,0,4,1,1,1,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0,3,0,2,0,0,0,2,0,0,1,0,0,0,1,1,2,0,0,6,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,3,2,0,1,0,0,1,0,0,2,0,1
559,8,0,2,1,0,4,0,4,5,2,4,0,5,3,0,0,0,6,0,2,1,2,0,3,0,0,0,0,1,0,0,0,1,1,7,0,2,0,1,5,0,0,0,0,0,7,1,1,0,0,2,0,0,2,5,0,0,0,1,0,0,4,2,0,0,1,3,0,0,0,1,2,1,1,0,3,1,0,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,2,2
560,5,0,1,1,0,4,0,2,5,2,3,0,3,2,0,0,0,5,0,2,1,2,0,3,0,0,0,0,1,0,0,0,1,1,7,0,2,0,1,5,0,0,0,0,0,7,1,1,0,0,2,0,0,2,5,0,0,0,1,0,0,3,2,0,0,1,3,0,0,0,1,2,1,1,0,3,1,0,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,1
561,5,1,7,6,5,0,7,1,3,0,3,4,6,8,3,4,8,4,1,5,0,1,3,4,0,0,1,1,1,6,0,3,0,0,0,0,3,1,1,0,1,0,2,1,11,0,0,0,1,0,0,6,1,0,3,4,2,2,1,1,8,0,0,1,1,2,2,6,1,0,2,0,4,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,3,0,1,2,0,1,0,0
562,5,1,7,6,5,0,7,1,3,0,3,4,6,8,3,4,8,4,1,5,0,1,3,4,0,0,1,1,1,6,0,3,0,0,0,0,3,1,1,0,1,0,2,1,11,0,0,0,1,0,0,6,1,0,3,4,2,2,1,1,8,0,0,1,1,2,2,6,1,0,2,0,4,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,3,0,1,2,0,1,0,0
563,0,3,3,0,1,7,2,4,5,0,1,0,1,0,0,1,2,1,0,0,2,1,0,2,2,0,2,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,4,2,0,0,0,2,1,0,2,2,0,0,1,1,0,0,3,1,1,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,2
564,0,3,3,0,1,7,2,4,5,0,1,0,1,0,0,1,2,1,0,0,2,1,0,2,2,0,2,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,4,2,0,0,0,2,1,0,2,2,0,0,1,1,0,0,3,1,1,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,2
565,0,3,3,0,1,5,2,3,4,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
566,0,3,3,0,1,5,2,3,4,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
567,0,0,4,4,0,2,0,4,3,0,3,2,0,0,0,1,0,1,0,0,3,0,0,1,0,0,2,0,1,0,4,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
568,0,3,3,0,0,3,0,3,2,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,3,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
569,0,3,3,0,0,3,0,3,2,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,3,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
570,0,2,3,1,1,2,0,1,1,1,3,0,0,1,1,1,1,0,1,1,0,3,0,0,0,0,1,1,2,0,3,0,1,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
571,0,15,5,6,15,0,5,3,9,3,2,7,5,1,4,2,8,0,6,7,9,4,11,3,0,3,4,11,8,0,0,12,10,1,0,0,0,3,1,1,1,6,5,9,10,0,1,0,0,0,2,2,14,0,10,3,5,1,1,0,2,0,2,7,0,0,2,0,1,1,0,1,1,0,0,0,1,1,1,5,2,0,0,15,2,0,1,0,2,0,1,0,4,4,5,1,3,0,3,0
572,1,0,1,3,5,6,4,4,0,1,1,2,1,0,0,3,3,6,0,3,1,1,0,0,0,4,0,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,2,5,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,3,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0
573,1,0,1,3,5,6,4,4,0,1,1,2,1,0,0,3,3,6,0,3,1,1,0,0,0,4,0,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,2,5,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,3,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0
574,1,11,2,0,12,0,4,6,1,3,2,12,3,2,0,1,3,1,9,2,6,2,5,3,3,2,2,11,11,0,0,7,7,0,0,1,0,3,1,0,0,5,6,6,1,0,0,1,0,0,1,0,2,0,3,2,2,2,0,0,2,0,1,1,1,0,4,4,1,0,1,2,0,0,0,0,1,1,0,0,2,0,0,4,3,1,1,0,1,0,0,6,3,1,0,0,0,1,1,0
575,11,7,8,3,2,16,9,3,5,2,1,2,5,2,13,2,0,5,0,2,4,5,0,1,0,0,1,2,4,0,0,4,0,0,9,3,0,3,1,0,0,0,0,0,3,0,1,0,5,1,3,0,0,1,8,0,1,0,1,2,1,4,1,4,3,0,1,1,0,2,1,0,1,0,0,2,7,2,1,0,1,2,0,0,1,1,0,0,2,2,0,1,1,2,0,0,3,0,0,4
576,11,7,8,3,2,16,9,3,5,2,1,2,5,2,13,2,0,5,0,2,4,5,0,1,0,0,1,2,4,0,0,4,0,0,9,3,0,3,1,0,0,0,0,0,3,0,1,0,5,1,3,0,0,1,8,0,1,0,1,2,1,4,1,4,3,0,1,1,0,2,1,0,1,0,0,2,7,2,1,0,1,2,0,0,1,1,0,0,2,2,0,1,1,2,0,0,3,0,0,4
577,6,0,0,5,2,8,2,0,1,0,2,5,2,0,4,2,2,1,0,1,1,0,1,1,0,0,3,0,6,0,0,4,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
578,6,1,4,2,4,0,2,3,3,1,8,2,3,2,2,0,0,0,4,0,2,0,2,2,2,0,3,0,3,0,8,0,3,9,0,2,1,0,5,5,0,2,1,2,2,3,1,6,2,2,0,2,1,3,0,0,4,1,6,2,0,0,0,3,1,0,0,1,1,0,1,3,2,1,0,0,1,2,0,2,2,0,2,0,0,6,0,1,1,0,1,2,0,4,5,0,0,3,0,0
579,6,24,6,3,19,2,9,6,8,0,2,7,9,12,2,1,9,0,8,4,9,4,12,0,0,5,3,12,9,0,0,4,6,3,0,2,0,6,1,1,0,1,5,7,10,0,0,1,3,1,2,2,5,1,5,3,6,1,0,2,1,0,4,5,4,2,1,0,3,2,3,0,4,0,1,0,2,3,1,8,2,0,3,3,1,1,2,0,1,0,5,1,1,5,3,0,2,0,1,2
