articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
630,6,0,1,2,1,0,3,1,1,2,6,5,1,0,0,2,3,0,1,3,1,0,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,4,2,0,0,1,1,1,2,1,5,3,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,4,0,0,0,2,2,3,1,0,0,0,0,0,1
631,6,0,1,2,1,0,3,1,1,2,6,5,1,0,0,2,3,0,1,3,1,0,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,4,2,0,0,1,1,1,2,1,5,3,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,4,0,0,0,2,2,3,1,0,0,0,0,0,1
632,5,9,5,4,2,1,1,2,0,2,2,3,1,2,2,0,0,0,1,5,1,6,0,3,2,11,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,1,0
633,5,9,5,4,2,1,1,2,0,2,2,3,1,2,2,0,0,0,1,5,1,6,0,3,2,11,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,1,0
634,8,0,1,1,0,1,0,1,3,2,4,5,2,0,1,2,1,0,2,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0
635,2,1,4,6,0,3,1,2,0,2,2,2,0,0,0,0,1,0,2,0,1,1,1,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
636,2,1,4,6,0,3,1,2,0,2,2,2,0,0,0,0,1,0,2,0,1,1,1,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
637,2,2,1,0,3,1,2,1,0,0,0,4,0,2,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,2,0,1,1,0,0,0,0,3,0,0,0,6,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,1,0,0,0,3,6
638,6,0,1,1,1,0,0,1,4,6,1,2,1,0,0,2,2,0,1,0,1,1,1,0,2,2,0,2,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,0,0,1,1,1,0,2,0,3,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
639,6,0,1,1,1,0,0,1,4,6,1,2,1,0,0,2,2,0,1,0,1,1,1,0,2,2,0,2,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,0,0,1,1,1,0,2,0,3,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
640,6,0,1,1,1,0,0,1,4,6,1,2,1,0,0,2,2,0,1,0,1,1,1,0,2,2,0,2,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,1,0,0,1,1,1,0,2,0,3,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
641,2,1,1,4,0,0,1,2,0,2,1,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
642,2,1,1,4,0,0,1,2,0,2,1,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
643,0,1,5,3,1,0,0,1,1,2,0,2,2,1,1,2,0,3,1,1,0,0,0,0,0,3,2,1,3,1,0,0,0,2,0,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0
644,2,9,2,0,9,6,2,1,4,1,1,3,6,10,2,4,3,5,1,3,3,2,3,1,0,0,5,0,1,0,3,2,2,1,1,12,1,0,1,1,0,0,2,1,0,1,2,0,3,2,1,1,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,1,0,1,0,3,2,0,3,3,2,1,1,0,0,0,0,0,1,11,1,0,1,1,0,0,0,1,12,4
645,2,9,2,0,9,6,2,1,4,1,1,3,6,10,2,4,3,5,1,3,3,2,3,1,0,0,5,0,1,0,3,2,2,1,1,12,1,0,1,1,0,0,2,1,0,1,2,0,3,2,1,1,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,1,0,1,0,3,2,0,3,3,2,1,1,0,0,0,0,0,1,11,1,0,1,1,0,0,0,1,12,4
646,13,1,0,5,4,0,4,1,1,0,20,1,0,2,0,9,6,2,0,1,1,0,0,0,2,0,0,0,2,1,0,2,0,1,0,0,1,1,1,0,0,0,0,3,0,2,2,1,1,0,0,0,1,0,1,1,2,0,0,0,0,2,1,2,1,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
647,2,1,1,2,1,2,1,3,0,0,1,1,0,1,0,0,6,0,0,3,1,1,3,1,1,3,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,3,12,3,9,2,1,1,3,2,2,2,1,1,1,0,3,0,0,0,0,1,6,2,8,2,3,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,2,1,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0
649,3,12,3,9,2,1,1,3,2,2,2,1,1,1,0,3,0,0,0,0,1,6,2,8,2,3,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,2,1,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0
650,1,1,4,5,14,0,3,1,1,4,1,1,4,1,1,21,0,6,5,0,2,0,0,0,21,0,0,0,7,12,0,1,0,2,0,0,0,0,2,3,0,1,1,3,0,1,7,0,0,2,0,0,1,1,1,0,5,1,0,0,0,0,2,0,1,0,0,0,6,0,1,0,1,0,0,0,0,3,0,0,2,3,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,1
651,2,2,4,8,4,1,2,1,3,1,1,1,0,7,0,1,1,3,1,3,2,0,2,2,3,8,1,2,4,0,1,0,0,2,0,1,0,0,0,2,0,2,4,4,0,0,3,0,0,1,0,1,0,2,2,1,0,0,2,0,0,2,0,1,4,0,2,0,0,1,0,5,0,1,3,1,1,1,1,2,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
652,13,1,0,5,4,0,3,1,1,0,20,1,0,2,0,9,5,2,0,2,2,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,1,2,1,1,0,0,0,0,0,1,2,2,0,0,0,0,3,1,1,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
653,1,0,1,7,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,2,2,2,1,1,1,3,4,0,0,0,1,0,3,0,0,0,2,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,0
654,1,1,2,0,3,7,2,1,1,0,0,2,0,3,1,0,1,4,3,2,0,2,1,1,0,0,0,1,1,0,2,2,0,1,1,0,3,0,0,0,1,0,0,3,0,2,0,0,0,1,1,0,1,0,5,0,0,1,0,1,1,0,4,0,0,2,1,0,0,3,2,7,2,1,0,2,2,1,2,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0
655,0,2,2,1,1,0,0,1,3,2,4,3,0,0,0,3,2,0,0,0,0,0,2,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,1,3,1,7,1,4,0,2,0,2,1,2,0,1,3,0,0,0,4,7,2,1,1,5,1,0,0,1,0,1,1,0,0,0,0,0,5,1,0,0,0,0,3,1,2,0,0,0,0,1,0,2,0,0,2,3,0,0,0,0,4,1,0,1,1,0,2,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
657,1,3,1,7,1,4,0,2,0,2,1,2,0,1,3,0,0,0,4,7,2,1,1,5,1,0,0,1,0,1,1,0,0,0,0,0,5,1,0,0,0,0,3,1,2,0,0,0,0,1,0,2,0,0,2,3,0,0,0,0,4,1,0,1,1,0,2,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
658,1,3,5,3,2,3,0,3,1,1,0,1,3,2,3,1,0,3,3,2,3,2,0,2,0,1,0,0,0,0,1,0,2,1,2,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,1,3,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,7,2,2,0,0,1,6,1,8,10,1,2,1,3,0,4,3,0,2,0,1,0,2,3,2,0,0,5,5,7,1,1,1,2,2,0,2,0,0,1,0,0,0,3,0,1,2,0,20,0,0,1,1,1,0,0,0,2,2,12,0,0,4,0,0,1,0,0,0,0,1,0,0,1,16,0,3,1,7,0,3,0,0,7,0,4,1,0,2,0,0,6,0,1,0,0,0,1,0,0
660,6,2,3,5,2,0,3,1,2,1,1,1,2,3,0,6,4,2,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0
661,6,2,3,5,2,0,3,1,2,1,1,1,2,3,0,6,4,2,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0
662,2,2,1,0,3,3,5,1,0,1,0,2,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
663,2,2,1,0,3,3,5,1,0,1,0,2,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
664,5,14,10,7,5,7,2,1,2,4,1,18,2,1,1,0,1,3,2,1,5,13,0,6,1,0,0,1,0,0,0,6,0,1,0,0,0,2,2,0,0,3,2,0,0,3,2,3,1,7,5,0,2,0,1,0,2,0,2,1,1,1,1,1,1,1,0,5,0,1,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0
665,5,14,10,7,5,7,2,1,2,4,1,18,2,1,1,0,1,3,2,1,5,13,0,6,1,0,0,1,0,0,0,6,0,1,0,0,0,2,2,0,0,3,2,0,0,3,2,3,1,7,5,0,2,0,1,0,2,0,2,1,1,1,1,1,1,1,0,5,0,1,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0
666,5,14,10,6,5,7,2,1,2,4,2,18,2,1,1,0,1,3,2,1,5,13,0,6,1,0,0,2,0,0,0,6,0,2,0,0,0,3,2,0,0,3,2,0,0,3,2,3,1,7,5,0,2,1,1,0,2,0,2,1,1,1,1,1,1,1,0,4,0,1,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0
667,5,14,10,7,5,7,2,1,2,4,1,18,2,1,1,0,1,3,2,1,5,13,0,6,1,0,0,1,0,0,0,6,0,1,0,0,0,2,2,0,0,3,2,0,0,3,2,3,1,7,5,0,2,0,1,0,2,0,2,1,1,1,1,1,1,1,0,5,0,1,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0
668,0,0,0,1,4,0,3,3,1,1,3,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,5,1,0,0,0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
669,5,0,4,0,2,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,8,0,0,0,2,2,2,0,3,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0
670,1,0,0,3,0,2,0,1,1,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
671,1,4,1,0,2,2,2,7,0,1,3,1,7,0,0,0,0,0,1,3,0,0,0,5,4,0,2,1,1,0,2,2,3,4,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,4,1,0,3,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3
672,1,0,1,4,0,1,1,2,0,3,1,1,0,1,2,0,0,0,0,0,1,0,3,0,1,1,1,0,0,2,1,0,0,0,1,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0
673,5,0,1,2,0,0,0,1,8,4,4,4,1,0,0,2,1,0,2,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0
674,5,0,1,2,0,0,0,1,8,4,4,4,1,0,0,2,1,0,2,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0
675,5,1,2,5,2,2,3,2,1,4,1,4,1,1,2,4,2,0,2,0,1,1,0,0,1,1,2,1,1,0,1,0,0,0,1,0,1,3,0,1,0,2,5,0,2,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,1,0,1,1,2,2,1,0,0,0
676,5,1,2,5,2,2,3,2,1,4,1,4,1,1,2,4,2,0,2,0,1,1,0,0,1,1,2,1,1,0,1,0,0,0,1,0,1,3,0,1,0,2,5,0,2,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,1,0,1,1,2,2,1,0,0,0
677,0,1,2,11,12,3,5,2,2,1,0,2,1,3,0,6,0,15,1,2,2,0,3,0,0,0,0,3,4,0,1,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,7,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,1,1
678,6,5,1,5,3,1,5,1,1,0,0,3,4,3,1,0,2,4,1,1,2,1,1,0,1,0,0,1,4,0,0,2,1,0,0,0,0,0,1,2,0,0,3,1,0,2,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,4,1,0,0,3,0,2,1,2,1,0
679,0,6,10,1,7,20,6,1,2,3,3,1,0,8,4,10,1,1,2,6,4,0,7,8,2,0,11,4,0,3,9,1,2,12,11,1,9,2,3,2,4,1,0,0,0,2,1,2,1,2,13,3,1,7,1,4,1,1,0,0,1,0,5,0,0,0,1,1,0,1,2,7,2,0,0,2,3,0,0,1,2,1,1,0,0,2,2,2,12,2,4,0,0,4,4,1,5,1,0,4
680,8,13,2,6,2,3,3,1,6,3,0,4,2,0,2,3,3,1,4,0,1,0,1,5,0,0,2,2,3,1,1,2,0,0,0,0,2,0,0,1,0,0,1,3,0,1,1,0,1,3,0,1,1,0,0,2,7,0,2,0,0,1,0,1,4,1,0,0,0,0,2,0,0,4,17,0,3,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0
681,1,0,1,3,2,3,4,1,0,5,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,1,1,0,2,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,0,1,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,0
682,8,11,2,6,2,3,3,1,6,3,0,4,2,0,2,3,3,1,4,0,1,0,1,5,0,0,2,2,9,1,1,2,0,0,0,0,2,0,0,1,0,0,1,3,0,1,1,0,1,3,0,1,1,0,0,2,7,0,2,0,0,1,0,1,4,1,0,0,0,0,2,0,0,4,18,0,3,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0
683,6,16,11,0,5,25,11,1,2,7,1,5,6,10,9,3,9,1,4,1,4,4,15,4,3,0,15,3,1,3,11,0,7,8,11,0,4,0,2,9,1,2,0,3,1,4,1,5,0,2,7,5,1,10,2,3,0,1,0,0,3,0,2,0,2,0,3,0,1,2,4,5,3,4,0,7,2,0,3,0,1,4,3,0,1,5,2,4,11,5,4,1,1,4,3,1,1,3,12,1
684,3,3,4,1,0,2,0,3,0,2,3,4,0,1,1,0,0,0,0,0,1,6,0,0,1,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0
685,3,3,4,1,0,2,0,3,0,2,3,4,0,1,1,0,0,0,0,0,1,6,0,0,1,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0
686,5,2,2,2,0,2,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,2,0,0
687,5,2,2,2,0,2,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,2,0,0
688,1,0,0,7,1,6,3,1,0,1,0,1,0,2,2,0,10,0,0,4,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,0,5,2,1,0,0,0
689,1,0,0,7,1,6,3,1,0,1,0,1,0,2,2,0,10,0,0,4,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,0,5,2,1,0,0,0
690,4,0,1,5,4,2,2,1,2,0,0,2,10,10,1,1,0,1,2,1,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0
691,1,0,5,3,0,2,2,2,3,1,0,1,1,0,4,0,1,1,0,3,0,4,2,4,0,0,1,1,0,0,1,1,4,0,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,3,5,3,5,3,3,0,3,1,0,2,1,1,7,5,2,0,6,0,1,1,1,1,1,2,2,1,2,1,0,1,0,0,1,1,0,1,2,0,2,0,1,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,2,1,8,0,0,0,0,2,1,0,0,3,0
693,3,5,3,5,3,3,0,3,1,0,2,1,1,7,5,2,0,6,0,1,1,1,1,1,2,2,1,2,1,0,1,0,0,1,1,0,1,2,0,2,0,1,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,2,1,8,0,0,0,0,2,1,0,0,3,0
694,3,1,6,2,0,4,2,1,1,1,7,6,0,3,0,0,1,0,1,1,0,4,0,0,1,3,0,2,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0
695,2,1,3,4,0,1,1,2,0,3,1,5,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1
696,2,1,3,4,0,1,1,2,0,3,1,5,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1
