articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
362,12,0,5,1,2,3,2,1,2,3,0,2,3,0,0,2,5,0,3,0,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,1,0,1,1,1,1,0,1,0,5,2,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0
363,1,0,0,1,2,0,0,1,3,2,4,1,5,3,1,1,0,1,0,1,2,2,0,0,2,4,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
364,3,3,3,3,0,0,1,3,3,5,1,4,1,0,1,3,2,1,0,1,2,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0
365,3,1,6,8,1,1,1,4,0,3,1,4,0,0,1,4,0,2,1,6,1,1,1,5,1,5,3,0,0,0,1,1,0,0,1,0,1,3,0,1,3,0,2,0,4,2,0,2,0,1,2,3,1,1,2,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0
366,8,1,1,5,0,0,2,5,0,2,23,2,2,0,1,1,2,1,2,1,1,2,2,0,5,3,3,1,0,0,0,3,0,0,0,0,1,2,0,1,2,7,1,0,1,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,2,4,1,0,2
367,2,2,6,0,2,2,2,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,1,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,1,1,0,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0
368,1,1,1,3,1,0,0,8,0,6,4,1,3,0,1,9,0,1,1,2,1,1,0,6,0,9,1,0,0,0,0,1,1,0,0,0,3,2,2,2,2,0,0,0,2,0,0,2,1,1,0,2,1,0,1,0,2,0,1,0,3,1,4,1,0,1,5,2,2,0,4,4,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
369,6,0,0,5,0,2,1,3,0,2,1,2,0,0,2,2,1,1,1,1,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,2,1,1,0,1,0,0,3,0,0,1,2,1,0,0,0,0,2,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,5,0,0,0,1,1,1,1,0,0,0
370,3,1,1,4,1,1,1,5,1,0,0,2,0,2,4,0,2,3,4,1,1,0,2,0,1,1,0,0,0,0,1,1,0,4,0,0,0,3,1,1,2,0,0,2,0,0,0,4,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
371,1,0,0,4,4,0,3,6,2,3,4,1,5,0,0,0,3,0,1,0,0,0,0,0,4,0,1,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7
372,12,0,1,10,0,1,1,1,11,3,2,6,2,0,6,0,1,2,4,1,1,0,2,0,0,3,0,2,0,2,0,0,0,1,0,0,1,1,0,1,2,2,0,2,2,0,1,3,6,1,0,3,1,0,0,0,0,1,1,3,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,3,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
373,1,5,9,0,3,8,1,2,2,3,1,1,0,1,0,1,2,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2
374,4,6,10,0,4,4,3,5,4,5,7,2,2,0,0,5,2,2,0,1,3,0,0,1,3,0,0,0,1,0,1,0,1,4,1,5,0,0,3,1,0,1,0,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,8,2
375,3,3,2,6,1,1,0,3,1,1,1,2,0,0,2,4,0,1,0,1,1,1,1,0,1,4,0,1,0,0,2,0,0,0,0,0,1,2,1,1,2,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1
376,6,4,7,4,2,3,2,2,2,5,0,2,1,0,2,0,2,1,2,1,1,6,2,0,0,1,0,5,0,0,0,0,0,0,2,0,3,2,0,1,2,0,1,0,3,0,0,3,0,1,0,2,1,0,0,1,0,7,0,0,2,2,1,2,1,4,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
377,14,0,0,5,0,0,0,1,2,1,2,2,3,0,5,0,2,1,2,1,1,0,3,0,1,2,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,0,0,0,1,0,0,2,0,0,1,0,1,2,0,1,1,3,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
378,13,0,2,3,1,1,2,1,2,2,0,5,2,0,1,3,3,1,3,1,1,0,0,0,0,10,0,3,1,0,0,0,0,2,0,0,2,1,0,2,2,0,0,0,5,0,2,2,5,0,0,1,2,0,0,0,0,2,7,7,0,1,0,1,1,3,0,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0
379,18,0,1,4,6,3,1,1,4,3,3,9,2,1,1,3,3,1,3,1,1,1,0,0,2,14,0,3,1,0,0,0,0,4,0,0,2,1,3,4,3,0,0,0,7,0,1,2,3,2,0,0,1,0,0,0,5,2,4,4,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,2,1,0,2,0,1,0,0,2,4,0,0,0,1,0,0,2
380,1,2,8,5,2,12,1,3,1,1,0,1,1,1,4,0,0,1,1,3,2,2,0,0,0,3,2,1,0,0,1,1,0,0,2,0,1,3,0,1,7,1,1,0,1,0,0,4,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,2,0,0
381,2,0,1,4,3,0,4,1,0,0,2,1,0,1,1,10,18,2,0,0,6,0,4,0,17,0,0,8,2,4,1,4,0,0,1,0,0,1,0,1,0,1,0,1,0,2,7,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,5,1,0,2,1,0,1,7,3,1,0,1,0,0,1,3,0,1,3,0,2,0,2,0,2,0,0,7,1,0,0,0,0,0,1,0,3,2
382,2,0,0,4,1,4,3,5,4,7,7,2,3,1,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,1,0,1,0,0,0,4,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,4,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,1,1,2,5,1,0,4,6,4,0,2,2,2,0,1,11,1,1,1,1,1,1,0,0,2,9,0,0,0,10,0,0,0,1,0,0,0,3,2,3,2,0,0,0,1,0,1,2,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,2,0,0,2,0,2,0,1,0,0,0,1,0,1,2,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
385,20,30,13,8,14,3,2,6,3,5,5,1,19,11,1,2,9,8,7,7,5,7,2,5,2,9,2,1,2,2,0,7,0,1,7,0,2,1,3,3,15,0,0,0,1,0,0,4,0,4,6,0,2,3,3,1,2,2,1,1,3,3,3,3,1,4,3,14,1,3,0,0,1,2,0,1,0,1,1,1,1,0,4,0,3,1,0,7,0,6,1,0,0,0,0,0,1,2,3,0
386,4,0,1,3,2,0,0,11,2,3,8,1,5,4,1,1,2,1,1,1,2,1,0,0,1,10,0,0,2,0,0,4,0,1,0,0,0,1,0,2,2,1,0,0,2,0,0,2,0,0,0,0,2,2,0,0,1,0,2,0,0,2,0,2,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,6,1,1,6,6,2,2,1,3,4,6,1,6,3,2,7,1,4,0,3,4,1,4,1,1,0,1,0,0,0,2,5,0,1,0,0,3,0,2,2,3,0,0,0,0,1,0,3,0,4,2,1,2,1,0,0,0,0,1,0,1,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,1,2,1,0,0,0,2,0,0,1,1,4,0,9,0,0,0,1,0,0,0,1,6,0
388,2,10,12,3,2,0,1,1,2,1,2,1,0,2,1,0,1,6,0,1,2,2,0,0,5,4,0,0,0,0,0,0,1,3,0,0,0,1,0,1,2,1,0,0,0,0,5,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,2,7,3,4,2,1,0,4,1,1,1,3,1,1,1,0,1,1,0,5,1,5,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,1,0,2,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
390,1,2,2,7,0,6,2,1,1,2,0,1,0,2,3,1,0,1,1,1,1,1,0,0,0,2,1,0,0,3,2,0,0,0,0,0,1,1,0,1,2,0,0,1,1,3,0,2,0,1,0,0,1,1,2,1,0,3,0,0,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0
391,2,2,2,0,3,1,4,1,0,4,0,1,0,2,1,0,1,2,0,1,0,0,2,1,0,0,3,0,0,0,2,4,1,2,4,0,3,0,2,0,0,3,0,1,0,2,0,0,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,4,0,1,4,0,0
392,2,3,4,3,0,3,0,2,0,4,0,1,0,1,3,0,0,1,2,1,0,2,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
393,1,10,5,2,1,2,3,2,1,1,0,3,0,1,4,2,1,3,0,5,2,2,1,5,0,8,3,2,1,0,3,1,0,1,2,1,1,3,0,2,2,1,1,0,1,1,0,2,0,1,4,1,1,2,3,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,2,1,0,1,0,1,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,2,0
394,7,0,3,0,1,4,7,1,1,1,1,5,2,2,1,2,1,1,1,0,0,0,1,1,3,0,0,3,0,3,1,1,0,3,1,0,1,0,0,0,0,1,0,1,1,1,1,0,4,2,1,0,1,0,0,0,0,1,1,9,1,1,1,1,1,1,0,1,0,0,2,0,0,1,2,0,0,2,0,11,0,0,1,4,2,0,2,1,5,0,1,0,1,2,0,0,0,0,0,0
395,3,3,5,3,1,4,2,1,2,1,1,1,5,0,1,0,0,3,0,1,1,1,2,0,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,1,2,3,4,3,0,0,3,2,2,8,1,9,1,1,7,2,1,1,5,1,3,0,7,2,5,0,0,1,0,0,0,4,0,0,0,2,1,2,1,2,0,0,0,2,0,0,2,0,1,0,2,1,0,0,0,0,0,1,0,3,1,2,1,0,1,6,2,2,0,1,5,0,0,0,1,3,1,0,0,0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
397,4,1,2,6,0,2,4,1,4,1,0,3,0,3,2,6,1,1,0,0,8,3,1,0,2,0,1,0,0,0,0,2,0,2,0,0,0,6,0,2,2,4,3,1,0,1,3,1,0,1,0,1,2,0,0,2,3,0,0,0,1,1,0,1,1,0,1,1,12,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,2,1
398,4,4,3,5,3,3,4,2,1,2,3,4,13,4,5,2,1,2,2,2,2,2,1,1,0,0,6,0,0,0,1,3,1,1,1,0,0,1,0,2,4,3,1,0,0,1,0,2,0,1,0,0,2,0,0,1,0,0,2,0,2,1,0,1,0,0,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,1
399,1,0,1,4,0,2,0,1,0,4,0,1,0,3,2,0,0,0,3,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
400,1,0,0,2,0,1,0,4,5,0,13,5,3,2,1,3,6,1,0,1,1,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,4,2,1,2,0,0,0,1,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
401,1,1,3,0,6,13,7,1,4,3,0,2,0,6,5,3,1,3,1,5,2,0,1,3,0,0,2,0,3,1,1,0,0,4,0,5,1,1,1,0,1,0,3,2,0,1,2,0,0,2,1,2,1,1,1,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,3,1,2,0,0,1,1,1,1,0,3,0,1,0,0,2,3,6,1,0,2,2,1,1,0,1,0,2,0,0
402,1,1,1,0,1,1,3,1,0,4,0,1,0,4,1,0,3,0,0,4,0,1,1,3,0,0,0,0,0,0,1,1,2,1,1,0,4,0,0,0,1,1,0,0,0,3,0,0,0,3,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,1,1,0,0,1,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,3,0
403,5,4,8,7,5,7,12,1,10,7,1,8,1,4,5,6,3,4,0,2,0,3,1,6,1,0,1,7,7,0,2,3,1,0,0,0,1,4,0,5,0,1,2,0,0,3,15,0,5,0,0,2,3,0,0,0,0,0,1,6,0,1,1,1,0,1,0,4,1,0,2,0,0,0,3,2,2,6,0,0,1,0,2,0,0,2,0,0,5,0,0,3,2,1,0,0,0,0,0,0
404,2,0,1,4,0,0,1,7,1,0,7,1,4,3,1,1,1,3,1,1,1,1,0,0,0,5,0,1,0,0,0,2,0,1,0,0,0,1,0,2,2,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,0,2,3,0,2,0,1,1,1,0,2,0,0,2,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
406,1,0,0,3,0,2,0,1,1,1,0,2,0,1,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
407,2,1,1,0,2,1,2,1,0,1,0,1,2,1,1,0,0,0,2,3,1,0,3,2,1,0,2,0,0,0,1,2,0,1,1,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,3,2,1,4,1,2,1,0,0,0,4,0,1,0,0,2,2,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
408,2,1,2,0,5,3,4,1,0,0,0,1,0,0,1,0,2,0,1,1,0,1,3,1,0,0,2,0,1,1,1,2,1,2,2,0,2,0,0,1,2,0,0,0,0,1,0,1,0,2,2,3,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,2,3,1,0,0,0,0,2,0,0,0,3,0,0,0,3,2,0,4,0,0,0,1,1,0,0,1,0,0
409,4,0,2,9,1,13,2,2,4,4,0,1,0,0,11,1,1,2,1,1,2,0,2,0,0,0,0,2,1,0,0,4,0,0,1,0,0,2,0,1,2,1,1,0,0,1,2,2,0,1,0,0,3,0,0,0,0,0,1,0,0,1,5,1,1,0,0,3,0,1,1,0,0,1,0,2,2,1,0,1,0,1,1,0,0,1,3,0,0,0,0,3,0,1,0,0,0,0,1,0
410,7,3,2,0,0,2,5,1,8,5,0,1,2,2,0,4,3,0,1,0,1,0,3,3,2,0,0,2,11,7,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,15,1,0,1,1,0,0,0,0,3,2,12,0,0,3,0,0,1,0,0,0,0,0,0,0,1,26,0,3,2,6,0,1,0,1,5,0,5,1,0,1,0,2,8,0,0,0,0,0,0,0,0
411,9,0,2,3,1,0,1,1,7,2,4,6,3,1,1,4,2,1,1,1,1,0,0,0,2,7,0,1,0,2,0,2,0,0,0,0,0,1,0,2,2,0,0,2,4,2,0,2,2,1,0,0,1,0,0,0,1,0,1,2,1,1,0,1,1,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,2,4,0,0,0,0,0,0,1
412,12,0,0,3,2,4,5,2,2,7,33,1,2,7,1,7,6,0,5,0,2,0,1,0,2,0,0,0,2,0,0,3,0,3,0,7,0,0,0,2,1,2,4,1,0,1,0,1,0,1,1,1,3,0,0,0,5,0,2,0,1,0,0,0,2,0,0,1,5,0,0,2,0,2,0,0,1,1,0,2,2,2,2,0,0,2,2,0,0,0,1,0,0,2,1,0,0,2,0,2
413,11,0,3,6,7,12,4,1,4,2,1,1,0,8,7,3,4,3,3,3,3,5,3,1,1,0,1,1,0,6,1,4,1,1,0,0,2,1,1,4,5,1,3,4,1,3,0,2,1,2,0,1,3,0,0,2,0,0,3,0,2,1,0,1,1,0,0,5,0,0,1,7,4,1,1,1,0,2,2,1,1,1,6,0,0,0,2,4,3,0,0,1,4,0,1,2,3,0,0,0
414,2,3,1,0,3,0,2,1,2,4,2,1,1,1,1,0,1,8,0,1,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1,2,0,0,1,2,0,0,3,0,1,0,0,1,1,1,0,2,0,1,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
415,9,14,8,7,9,2,1,1,1,4,2,3,7,5,1,0,5,7,3,10,2,7,0,4,1,4,0,1,3,3,0,9,1,0,5,0,2,3,3,3,2,2,0,2,6,1,1,4,0,7,4,1,1,1,3,0,0,0,2,0,3,1,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,2,2,0,1,1,3,1,3,0,1,1,1,0,0,0,4,0,0,0,4,3,0,0
416,1,6,4,2,2,1,0,1,1,0,0,2,3,1,2,0,1,1,1,3,1,3,0,2,0,1,0,1,0,0,0,1,0,1,2,0,1,2,0,1,2,0,0,0,2,1,0,2,0,2,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
417,11,0,5,2,0,4,0,1,6,2,1,5,1,0,2,3,3,1,1,3,2,0,1,0,1,6,0,3,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,1,2,1,0,0,0,1,0,0,1,7,5,3,0,0,1,0,1,2,1,0,2,0,1,0,0,0,0,0,2,1,0,1,1,0,0,1,6,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0
418,1,1,3,3,2,2,1,4,1,1,0,3,1,2,5,0,0,1,1,1,1,1,0,0,0,6,1,2,1,0,1,0,1,2,0,0,1,2,0,1,2,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,6,0,4,7,4,18,3,6,1,1,3,6,2,4,6,1,0,3,2,0,0,0,0,1,2,0,1,1,1,0,12,1,0,7,2,0,0,1,1,3,4,1,0,0,0,1,1,3,0,1,0,0,1,2,0,0,1,0,2,0,0,1,0,1,1,0,0,3,1,0,0,1,2,1,0,1,0,0,0,1,0,1,1,0,3,0,0,0,1,4,1,0,0,1,0,0,1,0,0,1
420,1,0,2,3,0,0,2,8,2,2,1,2,4,0,1,2,1,2,1,1,3,1,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
421,2,2,2,0,2,2,4,1,0,2,0,1,0,2,1,0,5,0,3,0,1,0,1,0,0,0,4,0,1,0,1,2,7,1,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,6,2,1,0,0,2,0,1,1,0,0,0,7,0,0,2,0,0,0,0,3,2,0,1,1,0,0,0,0,0
422,5,0,1,1,1,6,1,1,8,4,2,4,2,0,1,3,3,1,1,1,1,0,2,0,0,6,0,2,1,5,0,0,0,0,0,0,1,1,0,1,2,0,0,0,2,0,0,2,4,0,1,1,1,0,1,1,0,7,2,0,0,1,1,1,4,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
423,3,0,0,3,1,1,0,1,2,0,9,1,3,2,1,0,2,1,1,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,1,2,0,1,2,1,0,0,1,0,0,2,0,0,0,1,1,0,0,2,0,1,0,0,2,1,1,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2
424,26,0,3,4,0,1,0,1,2,1,2,3,3,0,3,2,2,1,2,1,1,0,1,2,0,3,0,2,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0,0,2,0,0,2,2,2,0,0,1,0,0,0,0,2,0,2,1,1,0,1,0,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,1,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0
425,4,2,3,3,0,1,2,10,2,1,17,1,2,2,1,1,2,3,2,5,3,1,3,0,0,0,0,1,0,0,0,2,2,0,0,0,3,2,0,1,3,0,0,0,0,2,1,2,0,0,2,1,2,0,0,9,1,0,1,0,1,1,1,1,0,0,3,3,2,0,0,2,0,1,0,2,0,1,0,2,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
426,22,16,5,10,9,0,6,8,4,9,12,2,11,9,2,3,7,8,4,5,7,2,6,4,2,18,1,1,2,0,0,6,2,3,2,0,1,2,3,4,3,4,0,1,3,1,1,5,0,7,8,1,1,0,3,8,2,2,0,0,2,1,4,1,1,2,3,2,3,0,2,2,1,1,1,1,0,4,0,1,1,3,6,0,2,1,2,1,1,3,4,1,1,0,0,0,2,1,3,2
427,3,2,3,3,0,1,2,13,2,1,20,1,2,2,1,1,2,3,2,5,4,1,3,0,1,24,0,1,0,0,0,0,2,0,0,0,3,4,0,1,2,0,0,0,2,0,1,2,0,0,2,1,1,0,0,12,1,0,1,0,1,1,1,1,0,0,3,2,2,0,0,2,0,2,0,2,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
428,8,0,0,3,1,1,2,2,2,5,17,2,3,3,1,5,4,2,6,1,2,1,0,0,1,0,0,1,3,0,0,2,0,1,0,0,1,0,1,2,4,4,0,0,0,1,0,3,0,0,0,0,3,0,0,0,2,0,2,0,0,1,0,1,3,1,0,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1
